1422.11,QQQ,TQQQ,SOXL,TECL,SGOV
2021-12-23,396.92,41.37,67.41,85.05,100.03
2021-12-27,403.48,43.35,72.99,90.5,100.02
2021-12-28,401.61,42.84,70.52,89.08,100.02
2021-12-29,401.55,42.77,71.0,89.28,100.01
2021-12-30,400.35,42.37,68.36,87.55,100.01
2021-12-31,397.85,41.58,68.01,86.23,100.03
2022-01-03,401.68,42.78,72.1,88.68,100.02
2022-01-04,396.47,41.12,71.07,85.87,100.01
2022-01-05,384.29,37.34,64.01,77.97,100.01
2022-01-06,384.02,37.24,65.54,76.74,100.02
2022-01-07,379.86,36.02,59.74,74.49,100.03
2022-01-10,380.11,36.15,60.0,74.64,100.02
2022-01-11,385.82,37.74,63.29,77.37,100.02
2022-01-12,387.35,38.17,64.58,78.36,100.02
2022-01-13,377.66,35.4,60.2,72.4,100.01
2022-01-14,380.01,35.94,64.48,74.12,100.03
2022-01-18,370.55,33.35,55.98,68.79,100.03
2022-01-19,366.48,32.19,50.82,65.94,100.03
2022-01-20,361.72,30.94,45.99,63.3,100.02
2022-01-21,351.69,28.33,43.71,59.57,100.02
2022-01-24,353.3,28.75,45.45,60.5,100.01
2022-01-25,345.11,26.62,40.19,56.32,100.02
2022-01-26,344.57,26.58,42.12,57.25,100.03
2022-01-27,341.1,25.78,36.36,56.15,100.02
2022-01-28,351.8,28.18,38.41,63.39,100.03
2022-01-31,363.05,30.92,44.58,68.33,100.03
2022-02-01,365.52,31.5,45.91,68.75,100.03
2022-02-02,368.49,32.25,49.34,70.4,100.02
2022-02-03,353.55,28.37,42.63,64.23,100.02
2022-02-04,358.01,29.35,43.46,65.0,100.02
2022-02-07,355.13,28.68,43.41,63.65,100.03
2022-02-08,359.12,29.66,46.6,66.06,100.02
2022-02-09,366.73,31.5,51.02,70.4,100.03
2022-02-10,358.43,29.41,46.42,64.91,100.02
2022-02-11,347.06,26.64,39.54,59.0,100.01
2022-02-14,347.49,26.72,39.59,58.98,100.02
2022-02-15,356.13,28.65,46.01,63.53,100.02
2022-02-16,356.04,28.65,46.1,63.28,100.03
2022-02-17,345.45,26.1,40.87,57.63,100.03
2022-02-18,341.51,25.22,39.63,55.86,100.03
2022-02-22,338.08,24.44,38.61,54.33,100.02
2022-02-23,329.42,22.57,35.91,50.27,100.03
2022-02-24,340.49,24.78,39.94,55.3,100.02
2022-02-25,345.77,25.95,41.78,57.65,100.03
2022-02-28,346.8,26.23,41.01,57.33,100.03
2022-03-01,341.49,25.02,36.58,53.89,100.03
2022-03-02,347.22,26.22,40.12,57.37,100.02
2022-03-03,342.26,25.12,37.55,55.25,100.03
2022-03-04,337.3,24.05,34.77,52.39,100.03
2022-03-07,324.86,21.36,29.58,46.69,100.03
2022-03-08,323.35,21.07,31.16,45.99,100.03
2022-03-09,334.99,23.32,34.93,51.47,100.02
2022-03-10,331.27,22.57,32.75,48.68,100.03
2022-03-11,324.4,21.17,30.69,46.12,100.03
2022-03-14,318.17,19.93,27.91,43.5,100.03
2022-03-15,328.15,21.77,31.51,47.88,100.02
2022-03-16,340.32,24.22,36.3,52.63,100.03
2022-03-17,344.44,25.03,36.95,53.7,100.03
2022-03-18,351.49,26.58,39.17,56.91,100.03
2022-03-21,350.08,26.4,39.0,56.66,100.03
2022-03-22,356.96,27.95,39.59,59.07,100.04
2022-03-23,351.83,26.77,36.69,56.35,100.04
2022-03-24,359.65,28.51,42.09,60.74,100.04
2022-03-25,359.35,28.47,42.01,60.58,100.03
2022-03-28,364.91,29.76,42.71,62.89,100.03
2022-03-29,371.19,31.28,45.58,66.74,100.04
2022-03-30,367.09,30.34,41.35,64.04,100.05
2022-03-31,362.54,29.09,38.78,61.44,100.05
2022-04-01,361.85,28.97,36.29,60.71,100.03
2022-04-04,369.3,30.77,37.96,64.18,100.03
2022-04-05,361.1,28.74,32.88,60.09,100.02
2022-04-06,353.26,26.85,30.51,55.55,100.03
2022-04-07,354.1,27.02,30.51,56.19,100.03
2022-04-08,349.15,25.92,28.29,53.68,100.03
2022-04-11,340.89,24.08,26.49,49.65,100.03
2022-04-12,339.45,23.77,26.24,49.03,100.03
2022-04-13,346.35,25.19,28.03,51.28,100.04
2022-04-14,338.43,23.5,25.61,47.59,100.04
2022-04-18,338.69,23.57,26.98,48.04,100.04
2022-04-19,346.26,25.08,28.75,50.73,100.04
2022-04-20,341.21,23.95,28.5,50.6,100.04
2022-04-21,334.15,22.55,26.21,48.03,100.04
2022-04-22,325.4,20.75,24.45,43.97,100.04
2022-04-25,329.58,21.52,25.67,45.95,100.04
2022-04-26,317.14,19.1,22.43,40.91,100.05
2022-04-27,316.76,19.02,21.95,42.66,100.05
2022-04-28,328.01,21.03,25.58,47.76,100.06
2022-04-29,313.25,18.26,22.24,41.88,100.06
2022-05-02,318.48,19.12,24.5,43.8,100.03
2022-05-03,318.82,19.17,25.11,43.94,100.03
2022-05-04,329.6,21.07,28.02,48.53,100.03
2022-05-05,313.0,17.93,23.99,41.64,100.04
2022-05-06,309.25,17.31,23.35,40.54,100.04
2022-05-09,297.15,15.26,19.72,35.87,100.04
2022-05-10,300.76,15.78,21.09,37.46,100.04
2022-05-11,291.84,14.38,19.15,33.88,100.04
2022-05-12,291.15,14.27,19.41,32.83,100.04
2022-05-13,301.94,15.81,22.49,36.15,100.04
2022-05-16,298.44,15.32,21.37,35.12,100.04
2022-05-17,306.17,16.48,24.58,38.14,100.05
2022-05-18,291.14,14.07,20.85,32.99,100.05
2022-05-19,289.58,13.79,20.51,31.85,100.06
2022-05-20,288.68,13.67,20.36,32.01,100.05
2022-05-23,293.48,14.35,20.63,34.27,100.07
2022-05-24,287.24,13.45,19.1,32.69,100.07
2022-05-25,291.26,13.99,20.19,33.82,100.07
2022-05-26,299.33,15.16,22.54,36.28,100.08
2022-05-27,309.1,16.65,25.26,39.94,100.08
2022-05-31,308.28,16.52,24.86,39.13,100.08
2022-06-01,306.0,16.14,23.71,38.73,100.04
2022-06-02,314.38,17.45,26.2,41.49,100.05
2022-06-03,306.2,16.07,23.93,38.52,100.05
2022-06-06,307.22,16.27,23.91,38.5,100.04
2022-06-07,309.87,16.67,24.6,39.94,100.04
2022-06-08,307.64,16.33,22.91,38.55,100.04
2022-06-09,299.4,14.99,21.09,35.46,100.05
2022-06-10,288.84,13.4,18.81,31.38,100.05
2022-06-13,275.41,11.54,15.55,27.24,100.04
2022-06-14,275.91,11.61,15.76,27.7,100.04
2022-06-15,282.8,12.45,16.61,29.44,100.04
2022-06-16,271.39,10.93,13.57,25.9,100.06
2022-06-17,274.69,11.34,13.7,26.54,100.07
2022-06-21,281.08,12.19,14.8,28.54,100.09
2022-06-22,280.67,12.15,14.29,28.23,100.08
2022-06-23,284.85,12.66,14.01,29.45,100.09
2022-06-24,294.61,13.99,15.81,32.62,100.07
2022-06-27,292.45,13.66,15.8,31.95,100.09
2022-06-28,283.54,12.41,14.56,29.09,100.09
2022-06-29,283.8,12.44,13.55,29.25,100.1
2022-06-30,280.28,12.0,13.1,28.07,100.12
2022-07-01,282.13,12.19,11.6,28.24,100.04
2022-07-05,286.96,12.82,11.85,29.3,100.05
2022-07-06,288.8,13.07,12.09,30.07,100.05
2022-07-07,294.98,13.88,13.71,31.91,100.06
2022-07-08,295.35,13.94,13.91,31.99,100.06
2022-07-11,289.04,13.06,12.91,30.64,100.06
2022-07-12,286.24,12.68,12.97,29.38,100.05
2022-07-13,285.65,12.6,13.29,29.15,100.04
2022-07-14,286.67,12.73,14.07,29.91,100.07
2022-07-15,291.87,13.4,15.11,31.48,100.06
2022-07-18,289.4,13.09,14.92,30.59,100.07
2022-07-19,298.3,14.23,16.95,33.3,100.08
2022-07-20,303.03,14.94,18.2,34.91,100.08
2022-07-21,307.38,15.58,19.1,36.37,100.09
2022-07-22,301.99,14.77,17.65,34.92,100.11
2022-07-25,300.27,14.55,17.3,34.26,100.11
2022-07-26,294.37,13.66,16.43,32.53,100.1
2022-07-27,306.81,15.37,18.73,36.72,100.12
2022-07-28,309.81,15.81,19.37,38.4,100.12
2022-07-29,315.46,16.68,19.83,40.1,100.1
2022-08-01,315.27,16.66,20.01,39.9,100.03
2022-08-02,314.33,16.5,19.92,39.06,100.04
2022-08-03,322.89,17.82,21.55,42.14,100.05
2022-08-04,324.4,18.08,22.07,42.68,100.06
2022-08-05,321.75,17.65,21.56,42.39,100.06
2022-08-08,320.71,17.47,20.54,41.31,100.06
2022-08-09,317.08,16.86,17.69,40.05,100.08
2022-08-10,325.93,18.25,19.91,43.29,100.07
2022-08-11,324.08,17.98,19.78,42.74,100.09
2022-08-12,330.39,18.99,21.6,45.33,100.1
2022-08-15,333.06,19.44,21.78,46.15,100.1
2022-08-16,332.28,19.32,21.14,45.81,100.11
2022-08-17,328.49,18.65,19.55,44.86,100.12
2022-08-18,329.28,18.77,20.89,45.48,100.13
2022-08-19,322.86,17.67,19.17,42.99,100.13
2022-08-22,314.36,16.28,17.04,39.41,100.17
2022-08-23,314.1,16.23,17.33,39.07,100.14
2022-08-24,315.01,16.35,17.41,39.15,100.16
2022-08-25,320.58,17.22,19.32,41.09,100.18
2022-08-26,307.44,15.12,15.98,35.85,100.18
2022-08-29,304.41,14.65,15.05,34.42,100.19
2022-08-30,301.02,14.16,14.47,33.3,100.19
2022-08-31,299.27,13.9,14.04,32.33,100.2
2022-09-01,299.4,13.92,13.22,31.86,100.06
2022-09-02,295.17,13.34,12.86,30.61,100.06
2022-09-06,293.05,13.03,12.42,29.98,100.07
2022-09-07,298.97,13.81,12.99,31.4,100.09
2022-09-08,300.52,14.03,13.65,31.72,100.11
2022-09-09,307.09,14.92,14.65,33.61,100.1
2022-09-12,310.74,15.47,14.78,35.18,100.1
2022-09-13,293.7,12.92,12.09,29.59,100.13
2022-09-14,296.03,13.21,12.46,29.96,100.12
2022-09-15,291.1,12.55,11.91,27.81,100.15
2022-09-16,289.32,12.3,12.06,27.36,100.15
2022-09-19,291.05,12.6,12.26,28.03,100.16
2022-09-20,288.73,12.3,11.7,27.52,100.18
2022-09-21,283.56,11.62,11.4,26.21,100.19
2022-09-22,280.07,11.19,10.51,25.4,100.2
2022-09-23,275.51,10.65,10.03,24.41,100.22
2022-09-26,274.37,10.51,9.55,23.87,100.22
2022-09-27,274.48,10.52,9.81,23.99,100.23
2022-09-28,279.94,11.14,10.17,24.7,100.23
2022-09-29,271.87,10.19,9.29,22.78,100.26
2022-09-30,267.26,9.66,8.86,21.48,100.27
2022-10-03,273.53,10.33,9.7,23.41,100.12
2022-10-04,282.13,11.29,11.04,25.74,100.13
2022-10-05,281.98,11.29,11.42,26.05,100.13
2022-10-06,279.76,11.01,11.19,25.4,100.16
2022-10-07,269.1,9.75,9.21,22.19,100.17
2022-10-10,266.41,9.44,8.28,21.12,100.17
2022-10-11,262.75,9.07,7.57,20.14,100.18
2022-10-12,262.66,9.05,7.34,19.95,100.16
2022-10-13,268.82,9.65,8.0,21.76,100.19
2022-10-14,260.74,8.78,6.93,19.95,100.21
2022-10-17,269.35,9.65,7.33,21.73,100.2
2022-10-18,271.48,9.89,7.4,22.28,100.22
2022-10-19,270.49,9.77,7.57,22.1,100.22
2022-10-20,269.11,9.6,7.7,22.1,100.24
2022-10-21,275.42,10.28,8.58,23.9,100.26
2022-10-24,278.45,10.64,8.68,24.86,100.27
2022-10-25,284.21,11.27,9.26,26.29,100.26
2022-10-26,277.93,10.53,9.01,24.52,100.26
2022-10-27,272.87,9.95,8.52,23.71,100.31
2022-10-28,281.22,10.85,9.5,26.74,100.31
2022-10-31,277.95,10.48,8.92,25.72,100.31
2022-11-01,275.11,10.15,9.1,25.05,100.08
2022-11-02,265.68,9.1,8.24,22.45,100.1
2022-11-03,260.49,8.57,7.89,20.46,100.14
2022-11-04,264.68,8.98,8.99,21.54,100.15
2022-11-07,267.59,9.26,9.59,22.63,100.16
2022-11-08,269.54,9.46,10.17,23.24,100.17
2022-11-09,263.32,8.8,9.24,21.46,100.2
2022-11-10,282.75,10.73,12.08,26.81,100.21
2022-11-11,287.96,11.34,13.22,28.1,100.22
2022-11-14,285.44,11.03,12.77,27.36,100.22
2022-11-15,289.39,11.48,13.87,28.31,100.22
2022-11-16,285.44,11.02,12.13,27.15,100.21
2022-11-17,284.81,10.93,12.37,27.25,100.26
2022-11-18,284.82,10.92,12.49,27.37,100.26
2022-11-21,281.89,10.59,11.89,26.46,100.28
2022-11-22,285.95,11.03,12.9,27.98,100.31
2022-11-23,288.82,11.36,13.32,28.71,100.33
2022-11-25,286.92,11.13,12.86,28.21,100.34
2022-11-28,282.71,10.64,11.84,26.37,100.36
2022-11-29,280.57,10.39,11.73,25.61,100.36
2022-11-30,293.36,11.78,13.82,29.43,100.37
2022-12-01,293.72,11.85,13.5,29.55,100.13
2022-12-02,292.55,11.7,13.03,29.03,100.14
2022-12-05,287.64,11.11,12.59,27.57,100.17
2022-12-06,281.68,10.41,11.72,25.79,100.19
2022-12-07,280.53,10.28,11.7,25.4,100.18
2022-12-08,283.85,10.65,12.62,26.61,100.23
2022-12-09,282.04,10.44,12.32,26.08,100.23
2022-12-12,285.58,10.82,12.98,27.78,100.25
2022-12-13,288.65,11.16,13.63,28.75,100.26
2022-12-14,286.51,10.9,13.0,28.05,100.26
2022-12-15,276.89,9.82,11.4,24.92,99.97
2022-12-16,274.25,9.53,11.11,23.9,99.98
2022-12-19,269.75,9.14,10.69,22.93,99.98
2022-12-20,269.54,9.1,10.41,22.96,100.0
2022-12-21,273.45,9.49,11.14,24.11,100.0
2022-12-22,266.76,8.77,9.78,22.3,100.06
2022-12-23,267.36,8.8,9.77,22.34,100.06
2022-12-27,263.58,8.42,9.27,21.69,100.09
2022-12-28,260.1,8.08,8.86,20.63,100.1
2022-12-29,266.44,8.65,9.67,22.2,100.14
2022-12-30,266.28,8.65,9.67,22.1,100.14
2023-01-03,264.48,8.45,9.36,21.48,100.16
2023-01-04,265.74,8.59,10.07,21.65,100.15
2023-01-05,261.58,8.18,9.57,20.37,100.19
2023-01-06,268.8,8.82,10.87,22.12,100.21
2023-01-09,270.54,9.01,11.53,22.87,100.21
2023-01-10,272.83,9.24,11.97,23.29,100.21
2023-01-11,277.55,9.7,12.4,24.49,100.21
2023-01-12,279.05,9.85,12.82,25.04,100.28
2023-01-13,280.97,10.05,12.95,25.24,100.29
2023-01-17,281.54,10.1,13.06,25.57,100.28
2023-01-18,277.88,9.73,12.82,24.6,100.31
2023-01-19,275.15,9.43,11.77,23.75,100.33
2023-01-20,282.68,10.19,12.79,25.61,100.35
2023-01-23,288.96,10.86,14.74,27.35,100.35
2023-01-24,288.37,10.8,14.44,27.31,100.38
2023-01-25,287.73,10.72,14.53,27.09,100.39
2023-01-26,293.34,11.34,15.24,28.39,100.42
2023-01-27,296.26,11.66,14.98,28.72,100.43
2023-01-30,290.27,10.97,13.8,27.11,100.46
2023-01-31,294.62,11.45,14.52,28.23,100.46
2023-02-01,300.92,12.19,16.8,30.2,100.08
2023-02-02,311.72,13.45,17.92,32.66,100.13
2023-02-03,306.18,12.76,16.93,31.84,100.14
2023-02-06,303.59,12.44,16.1,30.69,100.14
2023-02-07,309.88,13.2,17.59,32.96,100.16
2023-02-08,304.37,12.49,16.49,31.76,100.17
2023-02-09,301.68,12.16,16.58,31.28,100.21
2023-02-10,299.7,11.91,15.8,30.75,100.22
2023-02-13,304.5,12.48,16.42,32.34,100.24
2023-02-14,306.75,12.74,17.33,32.65,100.23
2023-02-15,309.1,13.03,17.54,33.17,100.26
2023-02-16,303.3,12.28,16.28,31.42,100.3
2023-02-17,301.16,12.02,15.5,30.24,100.31
2023-02-21,294.03,11.18,14.01,28.09,100.33
2023-02-22,294.25,11.19,13.83,27.94,100.35
2023-02-23,296.82,11.47,15.08,29.3,100.39
2023-02-24,291.85,10.89,14.31,27.73,100.4
2023-02-27,293.94,11.12,14.5,28.16,100.41
2023-02-28,293.56,11.06,14.65,27.98,100.43
2023-03-01,291.2,10.8,14.68,27.34,100.16
2023-03-02,293.61,11.06,15.01,28.35,100.21
2023-03-03,299.68,11.73,15.68,30.13,100.22
2023-03-06,300.02,11.78,15.17,30.6,100.21
2023-03-07,296.34,11.34,14.65,29.43,100.24
2023-03-08,297.82,11.49,15.81,30.15,100.25
2023-03-09,292.66,10.89,14.91,28.84,100.28
2023-03-10,288.55,10.44,14.05,27.31,100.3
2023-03-13,290.69,10.66,14.02,27.71,100.33
2023-03-14,297.37,11.39,15.22,29.62,100.35
2023-03-15,298.93,11.56,14.69,29.66,100.39
2023-03-16,306.81,12.47,16.42,32.16,100.41
2023-03-17,305.36,12.28,16.13,32.03,100.42
2023-03-20,305.97,12.41,16.61,32.25,100.43
2023-03-21,310.34,12.94,16.67,32.93,100.46
2023-03-22,306.12,12.34,16.24,31.94,100.45
2023-03-23,309.75,12.78,17.49,33.52,100.49
2023-03-24,310.89,12.91,16.57,33.73,100.53
2023-03-27,308.76,12.65,15.97,32.96,100.51
2023-03-28,307.12,12.44,15.63,32.48,100.54
2023-03-29,312.72,13.11,17.08,34.5,100.55
2023-03-30,315.68,13.47,17.95,35.66,100.57
2023-03-31,320.93,14.13,18.3,37.18,100.58
2023-04-03,320.15,14.03,17.81,36.99,100.23
2023-04-04,319.07,13.89,16.79,36.4,100.25
2023-04-05,315.92,13.44,15.92,35.13,100.29
2023-04-06,318.05,13.72,15.66,35.67,100.32
2023-04-10,317.87,13.69,16.39,35.59,100.33
2023-04-11,315.83,13.42,16.21,34.6,100.33
2023-04-12,313.04,13.06,15.33,34.03,100.35
2023-04-13,319.17,13.81,15.67,35.87,100.41
2023-04-14,318.57,13.73,15.58,35.23,100.42
2023-04-17,318.84,13.75,15.58,35.61,100.42
2023-04-18,318.86,13.76,15.78,35.93,100.44
2023-04-19,318.71,13.73,15.26,35.61,100.47
2023-04-20,316.28,13.41,15.2,34.9,100.51
2023-04-21,316.61,13.44,14.86,34.51,100.52
2023-04-24,315.95,13.35,14.63,34.06,100.53
2023-04-25,309.99,12.6,13.2,31.87,100.53
2023-04-26,311.87,12.81,13.37,33.3,100.53
2023-04-27,320.35,13.85,13.54,35.36,100.56
2023-04-28,322.56,14.12,14.23,36.49,100.56
2023-05-01,322.19,14.09,14.66,36.56,100.18
2023-05-02,319.38,13.71,14.35,35.53,100.2
2023-05-03,317.29,13.44,13.84,34.61,100.2
2023-05-04,316.17,13.29,13.6,34.11,100.25
2023-05-05,322.89,14.1,14.47,36.62,100.26
2023-05-08,323.69,14.22,14.65,36.56,100.27
2023-05-09,321.64,13.94,13.94,35.71,100.28
2023-05-10,325.14,14.4,14.31,36.98,100.3
2023-05-11,326.2,14.52,14.07,36.46,100.36
2023-05-12,325.03,14.36,14.02,36.31,100.38
2023-05-15,326.79,14.59,15.11,37.18,100.37
2023-05-16,327.16,14.64,15.05,37.31,100.4
2023-05-17,331.12,15.16,16.14,38.78,100.41
2023-05-18,337.27,15.98,17.67,41.16,100.44
2023-05-19,336.51,15.87,17.39,41.04,100.45
2023-05-22,337.64,16.03,17.53,41.25,100.46
2023-05-23,333.36,15.41,16.92,39.45,100.48
2023-05-24,331.65,15.16,16.03,38.56,100.48
2023-05-25,339.72,16.26,19.15,42.99,100.54
2023-05-26,348.4,17.49,22.88,46.59,100.57
2023-05-30,349.98,17.74,22.87,47.32,100.59
2023-05-31,347.99,17.38,21.15,46.13,100.59
2023-06-01,352.01,18.0,22.16,47.48,100.23
2023-06-02,354.65,18.41,22.02,48.33,100.23
2023-06-05,354.9,18.45,20.97,47.46,100.25
2023-06-06,354.84,18.43,21.73,47.4,100.28
2023-06-07,348.82,17.49,21.64,45.26,100.29
2023-06-08,353.15,18.09,22.28,46.69,100.33
2023-06-09,354.5,18.31,22.4,47.35,100.34
2023-06-12,360.49,19.25,24.6,50.41,100.36
2023-06-13,363.26,19.67,25.56,51.32,100.37
2023-06-14,365.9,20.09,26.64,52.86,100.39
2023-06-15,370.26,20.8,25.95,54.9,100.44
2023-06-16,367.93,20.4,25.24,53.5,100.44
2023-06-20,366.9,20.3,24.65,52.38,100.47
2023-06-21,361.9,19.42,22.78,49.99,100.48
2023-06-22,366.17,20.07,23.1,51.27,100.52
2023-06-23,362.54,19.48,21.89,49.49,100.54
2023-06-26,357.68,18.7,22.09,48.36,100.55
2023-06-27,363.83,19.63,24.37,51.27,100.56
2023-06-28,364.54,19.75,23.72,51.32,100.59
2023-06-29,363.81,19.61,23.81,51.63,100.63
2023-06-30,369.42,20.5,24.83,54.02,100.63
2023-07-03,370.29,20.64,25.49,53.63,100.26
2023-07-05,370.28,20.62,23.85,52.65,100.27
2023-07-06,367.46,20.14,22.98,52.13,100.31
2023-07-07,366.24,19.93,22.96,51.41,100.32
2023-07-10,366.36,19.95,24.32,51.83,100.33
2023-07-11,368.17,20.24,24.34,52.17,100.34
2023-07-12,372.82,20.99,25.69,53.92,100.36
2023-07-13,379.15,22.03,27.28,55.99,100.4
2023-07-14,379.07,22.01,26.23,55.67,100.41
2023-07-17,382.61,22.62,28.06,57.83,100.43
2023-07-18,385.74,23.16,28.26,59.78,100.44
2023-07-19,385.65,23.16,27.29,59.31,100.46
2023-07-20,376.76,21.53,24.29,55.7,100.5
2023-07-21,375.63,21.34,24.92,55.55,100.51
2023-07-24,376.23,21.43,24.9,55.9,100.53
2023-07-25,378.78,21.86,26.13,57.74,100.54
2023-07-26,377.52,21.64,25.06,55.42,100.56
2023-07-27,376.62,21.45,26.46,54.9,100.6
2023-07-28,383.48,22.61,28.15,57.1,100.62
2023-07-31,383.68,22.66,28.41,57.46,100.62
2023-08-01,382.79,22.48,28.53,57.75,100.2
2023-08-02,374.39,21.01,25.28,53.43,100.23
2023-08-03,373.79,20.86,25.15,52.79,100.26
2023-08-04,372.04,20.57,24.88,50.55,100.28
2023-08-07,375.19,21.08,25.66,50.96,100.29
2023-08-08,372.0,20.54,24.46,49.75,100.3
2023-08-09,367.91,19.85,23.09,47.79,100.33
2023-08-10,368.59,19.94,22.81,47.83,100.36
2023-08-11,366.24,19.55,21.14,46.72,100.37
2023-08-14,370.35,20.19,22.93,48.93,100.4
2023-08-15,366.42,19.58,21.8,47.43,100.41
2023-08-16,362.54,18.92,20.53,46.1,100.43
2023-08-17,358.58,18.28,19.91,44.73,100.47
2023-08-18,358.13,18.2,20.15,44.85,100.48
2023-08-21,363.9,19.08,21.88,47.44,100.49
2023-08-22,363.38,19.0,21.35,47.24,100.5
2023-08-23,369.11,19.89,22.6,49.78,100.53
2023-08-24,361.22,18.58,20.41,46.26,100.57
2023-08-25,364.02,19.02,20.66,47.71,100.58
2023-08-28,366.76,19.44,21.42,48.8,100.6
2023-08-29,374.77,20.68,23.07,51.68,100.62
2023-08-30,376.86,21.03,23.4,52.87,100.62
2023-08-31,377.99,21.22,23.86,53.56,100.67
2023-09-01,377.59,21.15,24.02,54.02,100.27
2023-09-05,378.07,21.2,24.02,54.61,100.28
2023-09-06,374.74,20.64,23.44,52.88,100.3
2023-09-07,372.06,20.19,21.87,50.51,100.35
2023-09-08,372.58,20.25,21.5,50.83,100.36
2023-09-11,376.97,20.94,21.45,51.57,100.37
2023-09-12,372.79,20.27,20.94,48.71,100.38
2023-09-13,374.21,20.47,21.23,49.15,100.41
2023-09-14,377.27,20.95,21.65,50.16,100.44
2023-09-15,370.81,19.88,19.79,47.26,100.46
2023-09-18,370.66,19.92,19.93,47.87,100.47
2023-09-19,369.87,19.8,19.43,47.83,100.48
2023-09-20,364.54,18.88,18.48,45.52,100.51
2023-09-21,357.86,17.8,17.42,43.4,100.54
2023-09-22,357.91,17.82,17.84,43.64,100.56
2023-09-25,359.61,18.05,18.22,44.11,100.58
2023-09-26,354.21,17.25,17.24,41.68,100.58
2023-09-27,355.04,17.35,17.68,41.86,100.61
2023-09-28,358.01,17.77,18.64,42.71,100.64
2023-09-29,358.27,17.81,18.87,43.09,100.67
2023-10-02,361.26,18.24,19.08,44.52,100.27
2023-10-03,354.92,17.27,17.89,42.2,100.28
2023-10-04,359.75,17.97,18.64,43.75,100.3
2023-10-05,358.69,17.78,18.4,43.92,100.36
2023-10-06,364.7,18.67,19.47,46.35,100.37
2023-10-09,366.56,18.95,19.38,47.05,100.38
2023-10-10,368.59,19.26,20.05,47.26,100.38
2023-10-11,371.22,19.67,20.51,48.5,100.4
2023-10-12,369.93,19.44,20.68,48.58,100.45
2023-10-13,365.28,18.7,18.98,46.5,100.45
2023-10-16,369.41,19.33,19.81,47.85,100.48
2023-10-17,368.2,19.15,19.3,47.17,100.49
2023-10-18,363.37,18.34,18.28,45.62,100.51
2023-10-19,359.97,17.85,17.43,44.88,100.55
2023-10-20,354.6,17.05,16.64,42.53,100.57
2023-10-23,355.67,17.19,16.39,42.67,100.59
2023-10-24,359.13,17.68,17.04,43.55,100.6
2023-10-25,350.34,16.39,14.97,42.03,100.6
2023-10-26,343.66,15.43,14.73,39.55,100.66
2023-10-27,345.31,15.65,15.1,40.18,100.66
2023-10-30,349.2,16.16,14.53,41.47,100.68
2023-10-31,350.87,16.39,14.9,42.36,100.7
2023-11-01,356.96,17.24,15.95,44.8,100.29
2023-11-02,363.44,18.15,17.08,47.08,100.33
2023-11-03,367.71,18.79,18.38,48.43,100.34
2023-11-06,369.21,19.0,18.25,49.39,100.36
2023-11-07,372.7,19.54,18.6,51.04,100.36
2023-11-08,372.94,19.58,18.67,51.86,100.38
2023-11-09,370.07,19.11,18.39,51.1,100.43
2023-11-10,378.39,20.39,20.6,55.0,100.43
2023-11-13,377.21,20.2,20.02,54.04,100.44
2023-11-14,385.33,21.47,22.14,57.3,100.48
2023-11-15,385.62,21.53,22.63,57.48,100.48
2023-11-16,385.95,21.57,22.72,58.33,100.53
2023-11-17,386.04,21.58,23.13,57.92,100.55
2023-11-20,390.74,22.35,24.18,60.48,100.56
2023-11-21,388.47,21.94,22.84,58.92,100.59
2023-11-22,390.06,22.2,23.0,59.68,100.63
2023-11-24,389.51,22.09,23.09,59.28,100.66
2023-11-27,389.17,22.02,22.97,59.23,100.66
2023-11-28,390.19,22.2,22.54,59.56,100.67
2023-11-29,389.81,22.12,23.22,59.75,100.7
2023-11-30,388.83,21.93,22.81,59.82,100.73
2023-12-01,389.94,22.12,23.07,60.25,100.32
2023-12-04,386.32,21.49,22.31,58.08,100.33
2023-12-05,387.29,21.65,21.93,59.07,100.35
2023-12-06,385.05,21.26,21.47,57.54,100.35
2023-12-07,390.43,22.15,23.18,59.6,100.4
2023-12-08,392.17,22.42,23.7,61.11,100.41
2023-12-11,395.52,22.99,26.11,62.65,100.43
2023-12-12,398.67,23.54,26.65,63.9,100.44
2023-12-13,403.74,24.37,27.92,65.57,100.45
2023-12-14,403.39,24.33,30.19,65.0,100.05
2023-12-15,405.34,24.62,30.57,66.01,100.06
2023-12-18,407.08,25.14,30.29,66.54,100.07
2023-12-19,409.16,25.51,30.75,67.26,100.1
2023-12-20,403.08,24.27,28.1,64.23,100.11
2023-12-21,407.77,25.08,30.26,66.24,100.17
2023-12-22,408.38,25.17,30.51,66.37,100.18
2023-12-26,410.88,25.64,32.16,67.27,100.19
2023-12-27,411.5,25.77,32.35,67.3,100.2
2023-12-28,411.3,25.7,32.22,67.46,100.26
2023-12-29,409.52,25.35,31.4,66.71,100.27
2024-01-02,402.59,24.07,28.04,61.59,100.29
2024-01-03,398.33,23.3,26.25,59.47,100.3
2024-01-04,396.28,22.91,25.58,58.16,100.35
2024-01-05,396.75,22.99,25.93,58.15,100.36
2024-01-08,404.95,24.38,28.43,62.52,100.39
2024-01-09,405.75,24.53,28.42,62.75,100.4
2024-01-10,408.5,25.02,28.17,64.35,100.42
2024-01-11,409.35,25.14,28.46,65.22,100.48
2024-01-12,409.56,25.17,28.1,65.83,100.49
2024-01-16,409.52,25.16,29.19,66.3,100.5
